,video_id,playlist_id,title,description,upload_date
287,n8Ozyf8seUc,,Can Cellulite Be Treated With Diet?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/. DESCRIPTION: ...,2013-04-15T11:33:03Z
288,rQa8McNAhKs,,Preventing Alzheimer’s Disease With Plants,"If foods like berries and dark green leafy vegetables have been found protective against cognitive decline, why aren't they ...",2015-01-23T12:44:03Z
289,tOnLNNS5aiM,,How to Treat Periodontitis with Diet,Plant-based diets are put to the test in the treatment of periodontal disease. New subscribers to our e-newsletter always receive a ...,2019-02-25T13:02:23Z
290,u8C5qvCwjYE,,Plant-Based Meat Substitutes Put to the Test,"Are meat substitutes healthy? What are the effects of plant-based meats on premature puberty, childhood obesity, and hip fracture ...",2021-02-08T12:59:53Z
291,byBte5p8k5Y,,Coconut Oil and the Boost in HDL “Good” Cholesterol,The effects of coconut oil are compared to butter and tallow. Even if virgin coconut oil and other saturated fats raise LDL “bad” ...,2017-08-18T12:09:38Z
292,GmAiOsZWP5E,,Boosting Brown Fat Through Diet,"The fat-burning properties of brown adipose tissue can be boosted by cold exposure, certain flavor molecules, and arginine-rich ...",2015-08-07T11:58:06Z
293,xdjtf1oXypo,,Benefits of Blueberries for the Brain,Blueberries can significantly improve cognitive performance within hours of consumption. New subscribers to our e-newsletter ...,2018-08-13T12:01:01Z
294,qAnD9XKI7J4,,Prostate Cancer and Organic Milk vs. Almond Milk,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2014-01-24T12:18:21Z
295,dwJASNFy9XQ,,Caloric Restriction vs. Animal Protein Restriction,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2014-04-07T11:11:01Z
296,-B8Fqmkbl5I,,Cayenne Pepper for IBS and Indigestion,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/. DESCRIPTION: ...,2013-07-26T11:24:44Z
297,4mIC_OKOjIQ,,Breast Cancer Survival Vegetable,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ ...,2013-09-30T11:42:58Z
298,TFV0lRdilmw,,The Effects of Radiation Leaking from Microwave Ovens,"Simple kitchen experiments can confirm that microwaves leak from microwave ovens during operation, but do they pose a health ...",2018-01-12T13:00:01Z
299,w1yl-v7Z5I4,,Vegetarians and Stroke Risk Factors—Vitamin D?,"Could the apparent increased stroke risk in vegetarians be reverse causation? What about vegetarians versus vegans, and does ...",2020-08-10T11:59:53Z
300,tftEbb7T8AA,,The Cilantro Gene,Why are there such polarizing opinions about the taste of the fresh herb cilantro (also known as coriander leaves)?,2015-01-29T17:01:41Z
301,WGlENiyN4Dw,,What Is the Safest Metabolism Booster?,Drinking water to lose weight: Two cups of water and can result in a surge of the adrenal hormone noradrenaline in your ...,2020-10-12T11:59:50Z
302,i8UB-WNlyVE,,What Is the Ideal White Blood Cell Count?,"Since white blood cell count is such a strong predictor of lifespan, what should we aim for and how do we get it there?",2017-06-30T12:01:18Z
303,M560K-YVCds,,Which Coffee Is Healthier: Light vs. Dark Roast?,Dark roast coffee is more effective than light roast coffee in reducing body weight. New subscribers to our e-newsletter always ...,2018-12-17T12:32:25Z
304,1q9IiMHL8hs,,Do Raisins Cause Cavities?,"Dried fruit have long been thought to contribute to tooth decay, but what does the science say? New subscribers to our ...",2016-03-18T12:03:11Z
305,sHEJE6I-Yl4,,"If Fructose Is Bad, What About Fruit?",Does the fructose naturally found in fruit and fruit juice have the same adverse effects as excess “industrial fructose” (table sugar ...,2014-12-03T12:19:06Z
306,eUnJIij0sKM,,Best Food for Hay Fever (Seasonal Allergies),"A randomized, placebo-controlled, double-blind study of a 5-cents-a-day food for ragweed allergy sufferers. New subscribers to ...",2018-05-07T12:04:57Z
307,gK2E7Q-Cf4A,,Benefits of Blueberries for Blood Pressure May Be Blocked by Yogurt,Researchers try to tease out what's in dairy that interferes with the health benefits of berries and tea. New subscribers to our ...,2018-06-13T12:00:33Z
308,2e9sLsCowaE,,The Gladiator Diet How Vegetarian Athletes Stack Up,Comparing the diets of the Roman gladiator “barley men” and army troopers to the modern Spartans of today. Subscribe to Dr.,2018-12-03T12:53:27Z
309,BhZrco86qNs,,Update on Cinnamon for Blood Sugar Control,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-04-17T11:30:05Z
310,AvSLeoUVb54,,How to Block Breast Cancer&#39;s Estrogen-Producing Enzymes,What happens to hormone levels in women (and men) randomized to drink soymilk? New subscribers to our e-newsletter always ...,2017-04-17T12:05:42Z
311,95sT4Rdj_Xw,,Is Ginger Beneficial in a Diabetic Diet?,Ground ginger and ginger tea is put to the test for blood sugar control. New subscribers to our e-newsletter always receive a free ...,2019-02-20T13:07:06Z
312,Kpwcs-45tNM,,"NutritionFacts.org, Michael Greger, MD","http://www.NutritionFacts.org is the only non-commercial, nonprofit, science-based website to provide free daily updates on the ...",2011-06-13T16:19:34Z
313,5CeCxeJjGQY,,Does Heme Iron Cause Cancer?,"Laboratory models suggest that extreme doses of heme iron may be detrimental, but what about the effects of nutritional doses in ...",2021-02-17T12:59:53Z
314,_OQQ2Y5mVu0,,Best Brain Foods: Berries and Nuts Put to the Test,"Randomized controlled studies put nuts, berries, and grape juice to the test for cognitive function. New subscribers to our ...",2018-11-07T13:05:56Z
315,7u0jC1nQgpM,,Vegetarians and Stroke Risk Factors—Omega 3s?,Does Omega 3 fish oil have a benefit of reducing stroke risk? New subscribers to our e-newsletter always receive a free gift.,2020-08-12T11:59:49Z
316,r4bzKvN_s5k,,Ergothioneine: A New Vitamin?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-11-12T11:35:17Z
317,uYiD2lhtsV4,,Angioplasty Heart Stent Risks vs. Benefits,"What do physicians and stent companies have to say for themselves, given that they are promoting expensive, risky procedures, ...",2021-03-29T11:59:48Z
318,B9WJHjsRitM,,Does an Apple a Day Really Keep the Doctor Away?,"Which would save more lives, a prescription to eat an apple a day or statin drugs? New subscribers to our e-newsletter always ...",2018-06-04T11:56:13Z
319,Ts4Y4cHclas,,Does Marijuana Cause Permanent Brain Damage in Adults?,How much cannabis is too much for those who start smoking as adults? New subscribers to our e-newsletter always receive a free ...,2018-04-18T11:58:33Z
320,bHnsawfk43Y,,Flashback Friday: How Much Fruit Is Too Much?,Does the threshold for toxicity of fructose apply to fruit or just to added industrial sugars such as sucrose and high fructose corn ...,2018-11-09T13:01:26Z
321,PsZ0qdYtQBo,,Carcinogens in Meat,Eight preparation methods to reduce exposure to carcinogens in cooked meat. New subscribers to our e-newsletter always ...,2018-07-04T11:17:59Z
322,7KcRJyXmuzo,,Dr. Greger in the Kitchen: My New Favorite Dessert (with bonus footage!),Dr. Greger whips up some matcha ice cream inspired by a recipe in his How Not to Die Cookbook - now with bonus footage!,2018-01-04T13:53:22Z
323,Y6xfwjOY_wM,,The Benefits of Millet for Diabetes,What were the remarkable results of a crossover study randomizing hundreds of people with diabetes to one and a third cup of ...,2021-03-15T11:59:54Z
324,EklWNg7yhiU,,Sodium and Autoimmune Disease: Rubbing Salt in the Wound?,"Two ways in which salt may drive autoimmune diseases such as multiple sclerosis, psoriasis, type I diabetes, Sjögren's syndrome, ...",2017-03-31T12:15:19Z
325,PDGftwDxPFA,,What Is the Optimal Diet?,The CHIP program has attempted to take the pioneering lifestyle medicine work of Pritikin and Ornish and spread it out into the ...,2018-08-01T11:31:00Z
326,KjDYAyr8K6w,,Do Vitamin B12 Supplements Cause Bone Fractures and Lung Cancer?,"The connection between B12, bone health and cancer. What do randomized controlled trials of high-dose daily vitamin B12 ...",2020-12-02T12:59:54Z
327,v7rRvZGYhWw,,Benefits of Blueberries for Artery Function,What is the optimum dose of wild blueberries to eat at a meal? New subscribers to our e-newsletter always receive a free gift.,2018-05-16T12:06:01Z
328,nmXHLkfx-qw,,The Antioxidant Effects of Acai vs. Apples,"Acai berries are touted for their antioxidant power, but does that translate into increased antioxidant capacity of your bloodstream ...",2017-07-12T12:08:26Z
329,UPZ17ztud20,,Dr. Greger in the Kitchen: My New Favorite Dessert,Dr. Greger whips up some matcha ice cream inspired by a recipe in his How Not to Die Cookbook. New subscribers to our ...,2017-12-15T13:07:04Z
330,C6udzAvvacQ,,Berries for Inflammation and Osteoarthritis Treatment,"Double-blind, randomized, placebo-controlled trials on berries and the first clinical study on the effects of berries on arthritis.",2019-06-24T11:59:51Z
331,L_bmrrevmPw,,How to Sync Your Central Circadian Clock to Your Peripheral Clocks,"Bright light exposure synchronizes the central circadian clock in our brains, whereas proper meal timing helps sync the timing of ...",2020-02-10T13:08:22Z
332,LIWZYEqWGAQ,,The Recommended Daily Added Sugar Intake,Public health authorities continue to drop the upper tolerable limit of daily added sugar intake. New subscribers to our ...,2020-03-02T12:59:49Z
333,lX6xvg1_234,,The Effects of Too Much Arsenic in the Diet,"Even at low level exposure arsenic is not just a class I carcinogen, but may impair our immune function and increase our risk of ...",2017-07-21T12:09:57Z
334,myi_Up59bvA,,Should Vegetarians Take Creatine to Normalize Homocysteine?,Creatine may normalize homocysteine levels. What are the consequences of having to make your own creatine rather than relying ...,2020-09-02T11:59:55Z
335,y0AX4K-33c8,,Strawberries versus Esophageal Cancer,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-05-15T11:21:20Z
336,-x8Sx5LHDxI,,Brain-Healthy Foods to Fight Aging,"What is the best source of lutein, the primary carotenoid antioxidant in the brain? Subscribe to Dr. Greger's free nutrition newsletter ...",2018-12-26T13:01:28Z
337,mwZ6Nbf7Dio,,Flashback Friday: The Best Way to Cook Sweet Potatoes,"How does sweet potato baking compare to boiling and steaming, and should we eat the skin? This video is part of our ...",2018-11-16T13:05:04Z
338,kPI8ZVD4usI,,Foods Designed to Hijack Our Appetites,Food satiety signals and weight loss. I debunk the myth of protein as the most satiating macronutrient. New subscribers to our ...,2021-07-26T11:59:51Z
339,dmcSk3sHgAw,,How to Lower Heavy Metal Levels with Diet,"What dietary change can simultaneously help detoxify mercury, lead, and cadmium from the body? New subscribers to our ...",2018-06-25T11:57:20Z
340,5wrDlfgyLF0,,Boosting Anticancer Immunity with Forest Bathing,Can forest bathing be effective as a natural cancer treatment? Visiting a forest can induce a significant increase in both the ...,2021-01-13T12:59:52Z
341,te5kLB0V1V8,,Are Melamine Dishes and Polyamide Plastic Utensils Safe?,"I recommend glass, ceramic, porcelain, or stainless-steel tableware and wooden or stainless-steel cooking utensils. Subscribe to ...",2020-05-27T11:59:52Z
342,BqkwPL0mSGw,,How Plant-Based to Lower IGF-1?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-09-28T09:44:47Z
343,Cg7AANIfBl4,,The Benefits of Acai vs. Blueberries for Artery Function,"The effects on artery function of acai berries, cooked and raw blueberries, grapes, cocoa, green tea, and freshly squeezed orange ...",2017-07-14T12:00:27Z
344,nmpwQWcN3Iw,,What Not to Eat for Stroke Prevention,"What is the relationship between stroke risk and dairy, eggs, meat, and soda? New subscribers to our e-newsletter always receive ...",2020-08-03T12:03:21Z
345,NPbGbJJ1K2w,,Exploiting Sensory Specific Satiety for Weight Loss,How can we use sensory-specific satiety to our advantage? New subscribers to our e-newsletter always receive a free gift.,2021-08-02T11:59:46Z
346,D-9d1zvX9KQ,,Foods that Help Headache and Migraine Relief,Can food provide headache and migraine relief? Plant-based diets are put to the test for treating migraine headaches.,2020-03-23T11:58:57Z
347,SutgfqVEIUA,,The Reason Weight Loss Plateaus When You Diet,Understanding the metabolic and behavioral adaptations that slow weight loss New subscribers to our e-newsletter always ...,2019-10-02T11:59:59Z
348,5GMdGexw5eo,,What’s the Ideal BMI?,Is there a unisex chart to see what your optimal weight might be based on your height? How to calculate the ideal BMI. Subscribe ...,2021-01-06T12:59:50Z
349,ibnNt6BBwXM,,Is Tea Tree Oil Safe?,"The caveats for tea tree oil use, including tips on safe storage. New subscribers to our e-newsletter always receive a free gift.",2018-09-10T12:06:21Z
350,onH9lKMi5mc,,Antioxidant Rich Foods With Every Meal,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-12-16T12:07:44Z
351,M30cmiOomKg,,Avoiding Fish for 5 Years Before Pregnancy,The problem with fish advisories that tell pregnant women to cut down on fish is that it may be too late for certain persistent ...,2019-08-07T11:59:51Z
352,oRDD2V0J9X8,,Plant-Based Bioidentical Hormones,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2012-11-14T11:50:20Z
353,AnOm_nTupGg,,The Effects of Cell Phones and Bluetooth on Nerve Function,What impact might cell phone and Bluetooth radiation have on the inner ear? New subscribers to our e-newsletter always receive ...,2018-06-27T12:08:29Z
354,MKJmFrbuCS0,,"Turmeric Curcumin, MGUS, and Multiple Myeloma",Which plant and animal foods are associated with the development of multiple myeloma and what effect might the spice turmeric ...,2015-04-27T20:30:55Z
355,t-f9Q_-tT68,,Diabetes as a Disease of Fat Toxicity,"The “twin vicious cycles” explain how the build-up of fat in the cells of our muscles, liver, and pancreas causes type 2 diabetes, ...",2015-04-01T12:58:13Z
356,sC_-X6CBQtw,,How to Stop Tooth Decay,"If sugar consumption is considered the one and only cause of cavities, how much is too much? New subscribers to our ...",2019-07-24T12:00:00Z
357,ay72RkcGsR8,,"How to Lower Lead Levels with Diet- Thiamine, Fiber, Iron, Fat, Fasting?","Iron, zinc, oil, and even doughnuts are put to the test to see if they can block lead absorption. New subscribers to our e-newsletter ...",2017-05-26T11:55:25Z
358,7gBcK_ujNg4,,Do Lutein Supplements Help with Brain Function?,"Avocados, greens, and lutein and zeaxanthin supplements are put to the test for improving cognitive function. New subscribers to ...",2018-12-31T13:08:14Z
359,RK-0TzDbQZ8,,Flashback Friday: Will You Live Longer if You Take Vitamin D Supplements &amp; How Much Should You Take?,"For an exploration of the purported links between vitamin D and obesity, diabetes, and hypertension, see my video Do Vitamin D ...",2020-07-31T11:59:46Z
360,z1hqNPl-BWw,,Best Way to Cook Vegetables,"Boiling, steaming, microwaving, air frying, and sous vide cooking are put to the test for nutrient retention. New subscribers to our ...",2019-03-06T13:03:23Z
361,wCCuY0U1a9E,,How to Get the Weight Loss Benefits of Ephedra Without the Risks,Boosting the metabolism with ephedra: the diving reflex shows that it's possible to have selective adrenal hormone effects.,2020-10-05T12:01:50Z
362,y3KGv1J0qt4,,Tea and Artery Function,"Adding milk to tea can blocks its beneficial effects, potentially explaining why green tea drinkers appear better protected than ...",2016-03-25T11:41:27Z
363,Jr64u6Xg2gA,,Pros and Cons of a Macrobiotic Diet,"What happens when you put diabetics on a diet composed of largely whole grains, vegetables, and beans? New subscribers to ...",2018-10-10T12:04:44Z
364,x6G9knttpZc,,Best Foods for Autism,The sulforaphane found in five cents worth of broccoli sprouts is found to benefit autism in a way no drug ever has in randomized ...,2017-09-27T11:28:17Z
365,nVqiv_7qJaI,,Does Cholesterol Size Matter?,"How do American Egg Board arguments hold up to scientific scrutiny, such as the concept that large fluffy LDL cholesterol is ...",2014-10-03T11:11:59Z
366,qyqftDk-TlE,,Best Food for Lead Poisoning - Garlic,The benefits of garlic powder for treating mild-to-moderate lead poisoning. New subscribers to our e-newsletter always receive a ...,2017-06-02T12:09:24Z
367,cztrMoRjb_E,,"Optimal Vitamin B12 Dosage for Kids, Pregnancy, and Seniors","What is the optimal Vitamin B12 dosage for seniors, kids and pregnant women? At age 50, everyone, regardless of diet should ...",2020-11-02T12:59:51Z
368,l3ilpQ-_IME,,Is It Better to Drink a Little Alcohol Than None at All?,"Even if alcohol causes cancer and there is no “French paradox,” what about the famous J-shaped curve, where yes, excessive ...",2018-04-04T11:58:41Z
369,5mB4j5Iof0c,,Is There Too Much Aluminum in Tea?,"The tea plant concentrates aluminum from the soil into tea leaves, but phytonutrients in tea bind to the metal and limit its ...",2014-10-15T11:21:57Z
370,GH1VvXgJqA4,,"Vegetarian Muscle Power, Strength, and Endurance",Randomized controlled trials put plant-based eating to the test for athletic performance. Looking for healthy holiday meals?,2018-12-11T16:32:13Z
371,5kjeaCMQ5Ys,,"Gluten-Free, Casein-Free Diets for Autism Put to the Test",The results of the first randomized controlled study of a dietary intervention for ASD (Autism Spectrum Disorder). New subscribers ...,2017-11-20T13:04:54Z
372,4aFxzAZdv7Y,,"If White Rice is Linked to Diabetes, What About China?",Protein consumption can exacerbate the insulin spike from high glycemic foods. New subscribers to our e-newsletter always ...,2015-02-17T17:23:16Z
373,aE7oBYC6Vfo,,The Benefits of Calorie Restriction for Longevity,"Though a bane for dieters, a slower metabolism may actually be a good thing. New subscribers to our e-newsletter always receive ...",2019-10-16T11:59:48Z
374,ddHUNK3CBBs,,"Is It Best to Drink Tap, Filtered, or Bottled Water?","Given the disinfection byproducts in tap water, Brita, PUR, Zerowater, and refrigerator water filters are put to the test. Subscribe to ...",2019-08-13T18:25:21Z
375,GmeIlS0cqCc,,Podcast: Fatty Liver Disease and How Not to Get It,Most people have never heard of non-alcoholic fatty liver disease but it's more common than you think. This episode features ...,2021-07-22T11:59:46Z
376,MnFJ3b0hxCU,,Do Vitamin B12 Supplements Cause Acne?,Should there be concerns around B12 and acne? Acne can be triggered in one in ten people who get vitamin B12 injections.,2020-11-30T12:59:48Z
377,r0TyxNT78Lw,,"Are Aluminum Pots, Bottles, and Foil Safe?",DNA damage is assessed in users of aluminum cookware. Subscribe to NutritionFacts.org's free newsletter to receive our B12 ...,2020-05-20T11:59:52Z
378,jaQJrNyUClw,,Type 1 Diabetes Treatment: A Plant-Based Diet,Is it possible to reverse type 1 diabetes if caught early enough? The role of diet in autoimmune diabetes. New subscribers to our ...,2020-09-28T11:59:51Z
379,B59Zk2QA1HM,,Dietary Treatments for Computer Eye Strain,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2014-01-03T12:20:49Z
380,4fq4MuxJBz0,,Cut the Calorie-Rich-And-Processed Foods,"We have an uncanny ability to pick out the subtle distinctions in calorie density of foods, but only within the natural range.",2020-04-13T11:59:48Z
381,MRBKcJTwi90,,Kombucha&#39;s Side Effects: Is It Bad for You?,What are the risks versus benefits of drinking kombucha? Can you drink too much of it? New subscribers to our e-newsletter ...,2021-04-19T11:59:52Z
382,FFBVd0dxYQI,,Fasting for Rheumatoid Arthritis,"Are there benefits of fasting as rheumatoid arthritis treatment? Fasting, followed by a plant-based diet, is put to the test for ...",2020-12-09T12:59:48Z
383,TECySdGT_jE,,How to Boost Brain BDNF Levels for Depression Treatment,"Fasting and exercise can raise BDNF levels in our brain (which plays a critical role in depression treatment), but this can also be ...",2021-06-23T11:59:48Z
384,YdH6hWFdVfU,,The Health Effects of Mycoprotein (Quorn) Products vs. BCAAs in Meat,"Clinical trials on Quorn meat substitutes show that it can improve satiety and help people control cholesterol, blood sugar, and ...",2021-02-10T12:59:52Z
385,QGRabuCog70,,Are Avocados Fattening?,"Avocado Board-funded studies suggest avocados may facilitate weight loss, but compared to what? New subscribers to our ...",2018-02-05T13:01:39Z
386,vAHaE040f9w,,The Thrifty Gene Theory  Survival of the Fattest,"Rather than being some kind of disorder or failure of willpower, weight gain - and obesity - is largely a normal response, by normal ...",2020-04-08T11:59:50Z
387,aSHv5vDi3Is,,Is Organic Meat Less Carcinogenic?,"Researchers tested 76 samples of different kinds of meat, both organic and conventional, for 33 different carcinogens.",2018-07-06T12:12:51Z
388,dpyz-AumCUk,,Is Vegan Food Always Healthy?,Healthier plant-based diets compared to unhealthy plant foods and animal foods on diabetes risk. New subscribers to our ...,2020-03-04T12:59:53Z
389,_xmZ45bXz0M,,Fruits and Vegetables Put to the Test for Boosting Mood,Mood-boosting foods: A randomized controlled trial investigates diet and psychological well-being. New subscribers to our ...,2021-08-04T11:59:47Z
390,GramY3jaEk0,,The Effect of Drinking Water on Adrenal Hormones,"Drinking water can be such a safe, simple, effective way to prevent yourself from fainting. This is due to its effect on adrenal ...",2020-10-07T11:59:51Z
391,6wjiJjZTh8U,,Benefits of Turmeric for Arsenic Exposure,See what happens when turmeric curcumin was put to the test to see if it could reverse DNA damage caused by arsenic exposure.,2017-09-20T12:05:21Z
392,NgDLZspJR5k,,Coconut Oil and Abdominal Fat,A review of the evidence on the effects of coconut oil on weight loss and belly fat. New subscribers to our e-newsletter always ...,2018-01-15T13:14:20Z
393,1v5q7z_EN14,,Testing Your Diet with Pee &amp; Purple Cabbage,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-10-04T11:11:10Z
394,SIr87tDhu8Q,,Stainless Steel or Cast Iron: Which Cookware Is Best? Is Teflon Safe?,What's the best type of pots and pans to use? Subscribe to NutritionFacts.org's free newsletter to receive our B12 infographic that ...,2020-05-25T11:59:55Z
395,PRifigWZ7PA,,Are Beyond Meat and the Impossible Burger Healthy?,"Beyond Meat, Impossible Burger, and your health: What happens when you compare the trans fats, saturated fat, sodium, and ...",2021-02-01T12:59:55Z
396,C_fmijwBwU4,,Clinical Studies on Acai Berries,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-02-27T12:37:52Z
397,l9XTjnvlIUI,,"Alkaline Diets, Animal Protein, and Calcium Loss",New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-09-30T11:11:58Z
398,kFJVTtjxs4Y,,Benefits of Marjoram for Polycystic Ovary Syndrome (PCOS),Even a small amount of fresh herbs can double or even quadruple the antioxidant power of a meal. The ability of oregano to ...,2017-02-17T13:00:19Z
399,7KUtqevLakc,,Podcast: Controlling Diabetes,"Today, on the Nutrition Facts podcast, we look at the best diet to optimize diabetes control and prevention. This episode features ...",2021-07-29T11:59:47Z
400,wQCZfALexls,,Bean Pastas and Lentil Sprouts,"Do the benefits of beans, and lentils, and chickpeas remain when they're powdered? Also, how to use temperature stress to boost ...",2018-09-26T11:34:54Z
401,AkWd0R05ZEs,,Heart Disease Starts in Childhood,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-09-23T11:13:14Z
402,YtsIpX7x48k,,How Circadian Rhythms Affect Blood Sugar Levels,The same meal eaten at the wrong time of day can double blood sugars. New subscribers to our e-newsletter always receive a ...,2020-02-05T12:59:48Z
403,kRR8ouOPttE,,Time Restricted Eating Put to the Test,Are there benefits to giving yourself a bigger daily break from eating? New subscribers to our e-newsletter always receive a free ...,2019-12-04T12:59:56Z
404,P5YZlluVXn0,,Are Avocados Healthy?,"Avocado consumption can improve artery function, but what effect might guacamole have on cancer risk? New subscribers to our ...",2017-10-23T12:04:07Z
405,31MZ09HlNN8,,How to Reduce Cholesterol Oxidation,"Chicken, fish, and egg powder in processed foods present greater risk from cholesterol oxidation byproducts, but there are things ...",2018-06-01T11:42:26Z
406,LgiYwxTI0Ks,,Peppermint Oil for Irritable Bowel Syndrome,Peppermint essential oil should be considered the first-line treatment for IBS. New subscribers to our e-newsletter always receive ...,2015-07-10T11:40:03Z
407,MjoHyxGT2rE,,How to Convert Into an Equol Producer,"Certain gut bacteria can supercharge the benefits of soy foods, resulting in even more bone protection, better control of ...",2018-01-05T12:58:53Z
408,Z6IjeMtH0O0,,Are Emulsifiers Like Carboxymethylcellulose and Polysorbate 80 Safe?,Emulsifiers are the most widely used food additive. What are they doing to our gut microbiome health? New subscribers to our ...,2021-07-05T11:59:51Z
409,_2H3rg42wP8,,How to Make Your Own Fruit and Vegetable Wash,"Commercial fruit and vegetable washes fail to work better than tap water, but there is a cheap do-it-yourself solution that may ...",2015-04-29T17:37:19Z
410,3suvEOuF87c,,What the New Blood Pressure Range Guidelines Mean,Blood pressure measurement guidelines explained. Natural approaches to blood pressure control can work better than drugs ...,2020-03-11T11:59:54Z
411,guKp182Ih98,,Are Ancient Grains Healthier?,"Ancient wheats like kamut are put to the test for inflammation, blood sugar, and cholesterol control. New subscribers to our ...",2020-02-12T12:59:50Z
412,U3tY9f_AZ2s,,Lowering Our Sodium to Potassium Ratio to Reduce Stroke Risk,"That was a satisfying video to script: short and sweet, self-contained with actionable information, and a little humor thrown in.",2017-05-05T12:03:11Z
413,OIZaZq5lUew,,The Saturated Fat Studies: Buttering Up the Public,Dairy industry campaign to “neutralize the negative image of milkfat among regulators and health professionals as related to heart ...,2015-01-05T12:24:01Z
414,zEXz1HCcdNk,,Does Marijuana Cause Health Problems?,"Every year, cannabis is estimated to result in 2 million years of healthy life lost due to disability. How much is that compared to ...",2018-02-21T12:59:10Z
415,7JOp3MMOwaw,,Is Liquid Smoke Flavoring Carcinogenic?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2014-02-26T12:11:08Z
416,dZrTzbDkJMM,,Vegetarians and Stroke Risk Factors—Saturated Fat?,How can we explain the drop in stroke risk as the Japanese diet became Westernized by eating more meat and dairy?,2020-08-19T11:59:49Z
417,h_0pEOTHt30,,Trailer for How Not to Diet: Dr. Greger’s Guide to Weight Loss,17 ingredients to an ideal weight loss diet and the 21 tweaks to accelerate the further loss of excess body fat. New subscribers to ...,2019-12-02T12:59:58Z
418,GRjtlE-JjfE,,Benzoyl Peroxide vs  Tea Tree Oil for Acne,A 5% tea tree oil gel is pitted head-to-head against the leading over-the-counter treatment for pimples. New subscribers to our ...,2018-11-02T11:59:40Z
419,Sg1D_PhJADY,,Benefits of Grapes for Brain Health,"Grape juice and whole grapes are put to the test for brain function, including cognitive decline in early Alzheimer's.",2020-02-03T12:59:49Z
420,5Hkdp3lf3II,,Flashback Friday: What Causes Insulin Resistance and Diabetes?,"Prediabetes and type 2 diabetes are caused by a drop in insulin sensitivity blamed on “intramyocellular lipid,” the buildup of fat ...",2020-02-21T12:59:49Z
421,-Nutt6LOF14,,Why Might Vegetarians Have Less HPV?,New subscribers to our e-newsletter always receive a free gift. Get yours here: https://nutritionfacts.org/subscribe/ DESCRIPTION: ...,2013-07-10T11:20:47Z
422,nEjuZsP8o7g,,Are Keto Diets Safe?,"The effects of ketogenic diets on nutrient sufficiency, gut flora, and heart disease risk. New subscribers to our e-newsletter always ...",2019-09-11T11:59:54Z
423,VfG-Ce1-lqE,,Benefits of Garlic for Fighting Cancer and the Common Cold,"Raw garlic is compared to roasted, stir-fried, simmered, and jarred garlic. New subscribers to our e-newsletter always receive a ...",2020-01-22T12:59:50Z
424,ae_bcCkRuM0,,Flashback Friday: Improving on the Mediterranean Diet &amp; Do Flexitarians Live Longer?,What are the four problematic nutritional aspects of even plant-based Mediterranean diets? Does just reducing one's intake of ...,2019-05-31T12:04:09Z
425,Vx8EWyDG0Aw,,Do Vegetarians Really Have Higher Stroke Risk?,The first study in history on the incidence of stroke of vegetarians and vegans suggests they may be at higher risk.,2020-08-05T11:59:45Z
426,oa6UtySJKFE,,Benefits and Side Effects of the Flu Vaccine,Flu shots can prevent more than just the flu. Randomized placebo-controlled trials show that they can be extraordinary lifesavers.,2024-04-08T11:59:55Z
427,s8gfRCmPB20,,Flashback Friday: How Much Should You Exercise?,"Physical fitness authorities seem to have fallen into the same trap as the nutrition authorities, recommending what they think may ...",2021-01-08T12:59:51Z
428,ZUmFfHNyj7s,,PREDIMED: Does Eating Nuts Prevent Strokes?,A randomized controlled trial found that a Mediterranean-type diet can dramatically lower the risk of subsequent heart attacks.,2015-01-29T17:21:26Z
